step,physics_step,time,phase,root_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,projected_gravity_0,projected_gravity_1,projected_gravity_2,action_max_abs,action_mean,action[0],action[1],action[2],dof_pos[0],dof_pos[1],dof_pos[2],dof_vel[0],target_dof_pos[0],target_dof_pos[1],tau[0],tau[1],tau[2],max_abs_tau,stop_reason
71,710,1.420000,0.568800,0.201701,0.418351,0.320865,-0.647941,0.549728,-0.894152,0.445468,0.045282,9.610788,-1.070620,1.556342,0.819093,2.432784,-0.000009,-0.049806,0.003446,0.008110,0.189086,0.204773,5.9463,10.6093,19.7233,22.0000,
72,720,1.440000,0.576800,0.206076,0.422755,0.324578,-0.646906,0.545381,-0.900562,0.432137,0.047387,10.126096,-1.111301,1.389962,0.540305,2.406179,0.000134,-0.049856,0.003054,0.006268,0.147490,0.135076,5.6592,7.6455,18.1832,23.1806,
73,730,1.460000,0.584800,0.209044,0.424412,0.324955,-0.648269,0.542242,-0.902721,0.427172,0.051182,10.378845,-1.165333,1.105043,0.506886,2.371150,0.000238,-0.049980,0.002711,0.004578,0.076261,0.126722,4.4107,5.5610,17.9872,23.3638,
74,740,1.480000,0.592800,0.210651,0.425964,0.322756,-0.650487,0.539676,-0.902393,0.427426,0.054714,10.156327,-1.202947,0.664497,0.564306,2.364892,0.000303,-0.050092,0.002488,0.002308,-0.033876,0.141077,2.2753,5.3112,17.7205,28.9758,
75,750,1.500000,0.600800,0.212052,0.430545,0.319811,-0.652112,0.535819,-0.904193,0.423590,0.054825,9.659723,-1.238073,0.329067,0.670348,2.176970,0.000348,-0.050165,0.002364,0.001880,-0.117733,0.167587,-1.0295,5.7440,17.6744,32.3656,
76,760,1.520000,0.608800,0.212810,0.434099,0.316728,-0.654236,0.532181,-0.904967,0.421714,0.056507,9.183744,-1.280125,0.159368,0.689106,1.879685,0.000377,-0.050234,0.002252,0.001052,-0.160158,0.172277,-3.5449,6.5369,16.2673,32.8894,
77,770,1.540000,0.616800,0.212928,0.436974,0.313846,-0.656759,0.528415,-0.905560,0.420025,0.059489,8.987919,-1.323969,0.058915,0.645822,1.675023,0.000386,-0.050280,0.002091,-0.000130,-0.185271,0.161455,-4.8161,6.6779,14.0468,33.1542,
78,780,1.560000,0.624800,0.212809,0.439475,0.311562,-0.658615,0.525373,-0.906220,0.418303,0.061545,9.011704,-1.366888,-0.046085,0.597365,1.534008,0.000368,-0.050317,0.001902,-0.001430,-0.211521,0.149341,-5.5670,6.3547,12.5197,34.6775,
79,790,1.580000,0.632800,0.212525,0.441633,0.309764,-0.659968,0.522923,-0.906939,0.416568,0.062705,9.042783,-1.386361,-0.036199,0.571845,1.422690,0.000328,-0.050340,0.001716,-0.002319,-0.209050,0.142961,-6.3520,5.9920,11.4678,36.0000,
80,800,1.600000,0.640800,0.211947,0.443451,0.308329,-0.661283,0.520566,-0.907451,0.415200,0.064353,9.049288,-1.395785,-0.024256,0.550462,1.300532,0.000263,-0.050350,0.001548,-0.005348,-0.206064,0.137616,-6.2713,5.8002,10.6363,36.0000,
