step,physics_step,time,phase,root_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,projected_gravity_0,projected_gravity_1,projected_gravity_2,action_max_abs,action_mean,action[0],action[1],action[2],dof_pos[0],dof_pos[1],dof_pos[2],dof_vel[0],target_dof_pos[0],target_dof_pos[1],tau[0],tau[1],tau[2],max_abs_tau,stop_reason
75,750,1.500000,0.500667,0.118331,0.721748,0.036959,0.690139,-0.037711,0.999088,-0.001288,-0.042677,3.898090,0.247293,0.914247,0.709001,1.136686,-0.000232,-0.040631,0.001316,-0.005012,0.028562,0.177250,1.9241,6.6789,8.6029,22.0000,
76,760,1.520000,0.507333,0.118337,0.728889,0.036588,0.682591,-0.038087,0.997991,-0.001332,-0.063348,4.269272,0.260139,0.782556,0.694292,1.114727,-0.000312,-0.040671,0.001295,-0.003500,-0.004361,0.173573,0.8715,6.5408,8.4849,22.0000,
77,770,1.540000,0.514000,0.117911,0.736258,0.036179,0.674638,-0.038449,0.996387,-0.001395,-0.084918,4.663711,0.276073,0.681659,0.686434,1.087663,-0.000379,-0.040718,0.001361,-0.003189,-0.029585,0.171609,-0.1147,6.4326,8.3127,22.0000,
78,780,1.560000,0.520667,0.117164,0.743799,0.035786,0.666315,-0.038818,0.994233,-0.001484,-0.107227,5.313977,0.300928,0.601615,0.707950,1.049201,-0.000442,-0.040772,0.001482,-0.003049,-0.049596,0.176987,-0.8697,6.3764,8.1030,22.0000,
79,790,1.580000,0.527333,0.116359,0.751194,0.035386,0.657967,-0.039175,0.991528,-0.001615,-0.129886,5.931506,0.335386,0.475702,0.759679,1.022280,-0.000501,-0.040791,0.001563,-0.001900,-0.081074,0.189920,-1.4700,6.5314,7.8159,22.0000,
80,800,1.600000,0.534000,0.117376,0.754181,0.035190,0.654542,-0.039341,0.990112,-0.001577,-0.140268,6.434340,0.378279,0.211552,0.838085,1.082562,-0.000497,-0.040737,0.001670,0.000173,-0.147112,0.209521,-2.4176,6.9157,7.6098,22.0000,
81,810,1.620000,0.540667,0.118047,0.754276,0.035180,0.654433,-0.039346,0.989978,-0.001574,-0.141213,6.841507,0.426547,-0.012006,0.928740,1.157240,-0.000500,-0.040720,0.001793,-0.000550,-0.203002,0.232185,-4.3975,7.5072,8.0548,22.0000,
82,820,1.640000,0.547333,0.117430,0.752374,0.035269,0.656619,-0.039245,0.990699,-0.001536,-0.136059,7.157516,0.480147,-0.165767,1.006661,1.227582,-0.000537,-0.040732,0.001944,-0.002150,-0.241442,0.251665,-6.0707,8.1893,8.6097,22.0000,
83,830,1.660000,0.554000,0.116006,0.748669,0.035478,0.660845,-0.039003,0.992125,-0.001545,-0.125243,7.428058,0.532672,-0.240334,1.067321,1.291191,-0.000602,-0.040748,0.002082,-0.006167,-0.260083,0.266830,-7.2159,8.7741,9.1372,22.0000,
84,840,1.680000,0.560667,0.116420,0.744937,0.035830,0.665048,-0.038682,0.993487,-0.001883,-0.113927,7.708310,0.586236,-0.266508,1.114193,1.323984,-0.000726,-0.040776,0.002164,-0.004885,-0.266627,0.278548,-7.7734,9.2303,9.6137,22.0000,
85,850,1.700000,0.567333,0.117204,0.741536,0.036160,0.668835,-0.038427,0.994606,-0.002210,-0.103700,8.089026,0.634898,-0.283827,1.127001,1.348227,-0.000789,-0.040790,0.002199,-0.001911,-0.270957,0.281750,-7.9723,9.5807,9.8643,22.0000,
86,860,1.720000,0.574000,0.117854,0.738194,0.036390,0.672524,-0.038166,0.995590,-0.002379,-0.093785,8.405956,0.675483,-0.299356,1.122128,1.352955,-0.000805,-0.040778,0.002138,-0.000241,-0.274839,0.280532,-8.1042,9.6754,10.0553,22.0000,
87,870,1.740000,0.580667,0.118361,0.734672,0.036657,0.676370,-0.037901,0.996510,-0.002577,-0.083436,8.653895,0.706015,-0.315245,1.112325,1.338931,-0.000797,-0.040765,0.001987,0.000713,-0.278811,0.278081,-8.2223,9.6384,10.1012,22.0000,
88,880,1.760000,0.587333,0.118823,0.730879,0.036977,0.680464,-0.037635,0.997375,-0.002816,-0.072358,8.844882,0.726834,-0.328098,1.103399,1.323727,-0.000775,-0.040761,0.001774,0.001156,-0.282024,0.275850,-8.3428,9.5662,10.0060,22.0000,
89,890,1.780000,0.594000,0.119290,0.726792,0.037251,0.684830,-0.037332,0.998166,-0.002995,-0.060468,8.993853,0.739105,-0.338020,1.095336,1.307782,-0.000747,-0.040769,0.001529,0.001581,-0.284505,0.273834,-8.4407,9.4994,9.9007,22.0000,
90,900,1.800000,0.600667,0.119750,0.722392,0.037591,0.689467,-0.037042,0.998853,-0.003210,-0.047771,9.117231,0.746897,-0.353678,1.088626,1.289135,-0.000715,-0.040787,0.001283,0.001519,-0.288420,0.272156,-8.5160,9.4405,9.7879,22.0000,
91,910,1.820000,0.607333,0.120220,0.717707,0.037953,0.694338,-0.036748,0.999406,-0.003421,-0.034297,9.222562,0.749746,-0.378737,1.082369,1.267721,-0.000684,-0.040808,0.001053,0.001320,-0.294684,0.270592,-8.6340,9.3913,9.6530,22.0000,
92,920,1.840000,0.614000,0.120687,0.712847,0.038284,0.699326,-0.036428,0.999786,-0.003619,-0.020347,9.307782,0.750458,-0.416567,1.082129,1.244707,-0.000656,-0.040827,0.000853,0.001380,-0.304142,0.270532,-8.8229,9.3439,9.4960,22.0000,
93,930,1.860000,0.620667,0.121163,0.707812,0.038634,0.704418,-0.036122,0.999974,-0.003778,-0.006076,9.375968,0.747599,-0.459347,1.077208,1.238198,-0.000630,-0.040841,0.000687,0.001345,-0.314837,0.269302,-9.1074,9.3422,9.3260,22.0000,
94,940,1.880000,0.627333,0.121549,0.704706,0.038853,0.707525,-0.035882,0.999984,-0.003959,0.004007,9.422394,0.742814,-0.414570,1.056325,1.209667,-0.000571,-0.040852,0.000552,0.004923,-0.303643,0.264081,-9.4354,9.3055,9.2793,22.0000,
95,950,1.900000,0.634000,0.121537,0.705052,0.038890,0.707183,-0.035794,0.999985,-0.004186,0.003443,9.448379,0.740231,-0.304571,1.032387,1.160076,-0.000488,-0.040864,0.000415,0.003065,-0.276143,0.258097,-9.0992,9.1498,9.0710,22.0000,
96,960,1.920000,0.640667,0.121414,0.705827,0.038875,0.706416,-0.035700,0.999989,-0.004420,0.001273,9.455997,0.738709,-0.213391,1.022030,1.116880,-0.000447,-0.040883,0.000255,0.001387,-0.253348,0.255507,-8.2730,8.9708,8.7051,22.0000,
