step,physics_step,time,phase,root_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,projected_gravity_0,projected_gravity_1,projected_gravity_2,action_max_abs,action_mean,action[0],action[1],action[2],dof_pos[0],dof_pos[1],dof_pos[2],dof_vel[0],target_dof_pos[0],target_dof_pos[1],tau[0],tau[1],tau[2],max_abs_tau,stop_reason
81,810,1.620000,0.648800,0.385320,0.898275,0.088581,0.423264,-0.078122,0.772410,-0.093172,-0.628253,7.229629,0.459459,-0.613190,-0.011508,-2.148930,-0.601046,0.339095,-0.418122,0.013608,-0.353298,-0.002877,6.4517,-10.2966,-3.1590,24.8185,
82,820,1.640000,0.656800,0.383961,0.892678,0.087608,0.435932,-0.073575,0.789576,-0.092304,-0.606671,7.237061,0.464214,-0.565127,0.030346,-2.165289,-0.597048,0.338728,-0.418971,0.330697,-0.341282,0.007586,6.8165,-10.2308,-3.4662,23.9113,
83,830,1.660000,0.664800,0.381891,0.887253,0.086984,0.447718,-0.069026,0.804982,-0.092493,-0.586045,7.221510,0.461469,-0.591462,0.079276,-2.138982,-0.587588,0.338512,-0.420351,0.556613,-0.347866,0.019819,6.5543,-9.9156,-3.5158,23.2961,
84,840,1.680000,0.672800,0.378968,0.881438,0.086762,0.459714,-0.064822,0.820114,-0.093269,-0.564547,7.181468,0.458281,-0.665886,0.115404,-2.082652,-0.575355,0.338330,-0.421814,0.628306,-0.366471,0.028851,5.8822,-9.5435,-3.2828,23.0131,
85,850,1.700000,0.680800,0.375046,0.874663,0.086854,0.472950,-0.061154,0.836267,-0.094036,-0.540199,7.121662,0.460676,-0.758614,0.121027,-2.021549,-0.563247,0.338131,-0.422851,0.565690,-0.389653,0.030257,5.0547,-9.2632,-2.8764,23.0243,
86,860,1.720000,0.688800,0.369955,0.866529,0.087175,0.488039,-0.057851,0.854022,-0.094567,-0.511570,7.048081,0.471820,-0.837691,0.093965,-1.977480,-0.553299,0.337844,-0.423097,0.434060,-0.409423,0.023491,4.2583,-9.2087,-2.4715,23.2829,
87,870,1.740000,0.696800,0.363487,0.856876,0.087804,0.505056,-0.054525,0.873154,-0.095303,-0.478038,6.967826,0.492845,-0.879621,0.043214,-1.959724,-0.546072,0.337314,-0.422721,0.307547,-0.419905,0.010803,3.6381,-9.3741,-2.1893,23.6497,
88,880,1.760000,0.704800,0.355389,0.845750,0.088924,0.523671,-0.050670,0.892832,-0.097113,-0.439796,6.882393,0.522009,-0.872431,-0.012833,-1.969402,-0.541116,0.335985,-0.422060,0.211229,-0.418108,-0.003208,3.3195,-9.6398,-2.0914,23.9467,
89,890,1.780000,0.712800,0.345322,0.833403,0.090867,0.543218,-0.045782,0.911889,-0.101270,-0.397746,6.791022,0.555037,-0.821548,-0.059717,-1.997233,-0.537012,0.333169,-0.421486,0.213696,-0.405387,-0.014929,3.2466,-9.8629,-2.1713,24.0352,
90,900,1.800000,0.720800,0.332876,0.820005,0.093795,0.563174,-0.040363,0.929448,-0.107837,-0.352843,6.688724,0.587808,-0.753685,-0.092819,-2.041533,-0.530258,0.328621,-0.423092,0.478679,-0.388421,-0.023205,3.0281,-9.8729,-2.0332,23.8806,
91,910,1.820000,0.728800,0.318071,0.804882,0.096429,0.584335,-0.037679,0.946304,-0.110941,-0.303646,6.554508,0.621392,-0.704517,-0.128917,-2.108107,-0.516203,0.320266,-0.429473,0.790315,-0.376129,-0.032229,2.6480,-9.7302,-2.2019,23.6243,
92,920,1.840000,0.736800,0.300199,0.788908,0.099093,0.605459,-0.034988,0.960867,-0.113975,-0.252477,6.344051,0.655201,-0.674248,-0.183101,-2.212778,-0.495557,0.307852,-0.441577,1.242642,-0.368562,-0.045775,1.7189,-8.8712,-1.3373,23.3858,
93,930,1.860000,0.744800,0.278961,0.772005,0.102270,0.626545,-0.031459,0.972752,-0.118134,-0.199492,5.998357,0.696103,-0.597387,-0.292710,-2.377054,-0.468716,0.287912,-0.458757,1.422234,-0.349347,-0.073178,0.8713,-8.0510,-1.1646,23.2849,
