step,physics_step,time,phase,root_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,projected_gravity_0,projected_gravity_1,projected_gravity_2,action_max_abs,action_mean,action[0],action[1],action[2],dof_pos[0],dof_pos[1],dof_pos[2],dof_vel[0],target_dof_pos[0],target_dof_pos[1],tau[0],tau[1],tau[2],max_abs_tau,stop_reason
78,780,1.560000,0.624800,0.118309,0.735279,0.035372,0.675857,-0.036489,0.996586,-0.002690,-0.082522,8.667652,0.722591,0.106796,1.135514,0.909012,-0.000619,-0.040760,0.001211,0.000892,-0.173301,0.283878,-5.1795,9.9414,7.1505,22.0000,
79,790,1.580000,0.632800,0.117737,0.740018,0.035171,0.670665,-0.036661,0.995325,-0.002874,-0.096537,8.860697,0.739790,0.096105,1.106687,0.885291,-0.000593,-0.040802,0.000848,0.001620,-0.175974,0.276672,-5.1837,9.7434,6.8183,22.0000,
80,800,1.600000,0.640800,0.117137,0.744659,0.034978,0.665510,-0.036820,0.993884,-0.003067,-0.110383,8.989182,0.745034,0.070731,1.080936,0.889010,-0.000556,-0.040844,0.000520,0.001906,-0.182317,0.270234,-5.2654,9.5285,6.6470,22.0000,
81,810,1.620000,0.648800,0.116508,0.749240,0.034800,0.660349,-0.036985,0.992267,-0.003276,-0.124079,9.071383,0.744041,0.053844,1.067245,0.900674,-0.000515,-0.040883,0.000241,0.002054,-0.186539,0.266811,-5.4571,9.3364,6.6795,22.0000,
82,820,1.640000,0.656800,0.116555,0.751344,0.034124,0.657958,-0.037549,0.991287,-0.001972,-0.131703,9.158048,0.742555,-0.117325,1.063661,0.944459,-0.000437,-0.040901,0.000115,0.005527,-0.229331,0.265915,-5.5913,9.2308,6.7513,22.0000,
83,830,1.660000,0.664800,0.116667,0.750931,0.034029,0.658429,-0.037617,0.991391,-0.001518,-0.130930,9.240908,0.740703,-0.303989,1.075706,1.008936,-0.000381,-0.040905,0.000050,0.001126,-0.275997,0.268927,-6.8702,9.2049,7.0904,22.0000,
84,840,1.680000,0.672800,0.116517,0.749457,0.034848,0.660105,-0.036887,0.991942,-0.003279,-0.126647,9.321180,0.742322,-0.441386,1.082920,1.082396,-0.000383,-0.040921,-0.000056,-0.000693,-0.310346,0.270730,-8.2674,9.2973,7.5752,22.0000,
85,850,1.700000,0.680800,0.116586,0.747880,0.035349,0.661889,-0.036448,0.992551,-0.004586,-0.121741,9.394125,0.744682,-0.487743,1.083325,1.133423,-0.000403,-0.040937,-0.000071,-0.000792,-0.321936,0.270831,-9.2971,9.3504,8.1192,22.0000,
86,860,1.720000,0.688800,0.116776,0.746581,0.035459,0.663353,-0.036369,0.993029,-0.004699,-0.117775,9.448932,0.746987,-0.467652,1.079628,1.166080,-0.000415,-0.040940,-0.000046,-0.000193,-0.316913,0.269907,-9.6453,9.3530,8.5002,22.0000,
87,870,1.740000,0.696800,0.116972,0.745474,0.035502,0.664596,-0.036341,0.993425,-0.004655,-0.114386,9.487777,0.747980,-0.428625,1.065594,1.200523,-0.000416,-0.040938,-0.000020,0.000229,-0.307156,0.266399,-9.4953,9.3245,8.7447,22.0000,
88,880,1.760000,0.704800,0.117119,0.744514,0.035574,0.665671,-0.036261,0.993750,-0.004674,-0.111533,9.514766,0.750441,-0.396184,1.048896,1.226313,-0.000409,-0.040934,-0.000001,0.000367,-0.299046,0.262224,-9.2030,9.2204,9.0028,22.0000,
89,890,1.780000,0.712800,0.117244,0.743663,0.035647,0.666625,-0.036136,0.994036,-0.004820,-0.108944,9.531257,0.749470,-0.396207,1.037925,1.250996,-0.000400,-0.040936,0.000010,0.000489,-0.299052,0.259481,-8.9601,9.0949,9.1967,22.0000,
90,900,1.800000,0.720800,0.117361,0.742817,0.035760,0.667566,-0.036038,0.994310,-0.005003,-0.106406,9.537638,0.750617,-0.397404,1.031605,1.273041,-0.000391,-0.040947,0.000012,0.000284,-0.299351,0.257901,-8.9602,9.0144,9.3822,22.0000,
91,910,1.820000,0.728800,0.117476,0.742006,0.035806,0.668475,-0.035878,0.994570,-0.005149,-0.103938,9.531593,0.750011,-0.403652,1.025085,1.292581,-0.000381,-0.040959,0.000004,0.000663,-0.300913,0.256271,-8.9701,8.9665,9.5486,22.0000,
92,920,1.840000,0.736800,0.117572,0.741180,0.035960,0.669389,-0.035740,0.994822,-0.005428,-0.101492,9.524241,0.747838,-0.392672,1.021852,1.309333,-0.000370,-0.040977,-0.000006,0.000469,-0.298168,0.255463,-9.0170,8.9188,9.6955,22.0000,
93,930,1.860000,0.744800,0.117660,0.740399,0.036093,0.670253,-0.035594,0.995058,-0.005710,-0.099131,9.516793,0.746155,-0.377470,1.011401,1.319490,-0.000359,-0.040997,-0.000017,0.000559,-0.294368,0.252850,-8.9351,8.8949,9.8214,22.0000,
94,940,1.880000,0.752800,0.117742,0.739695,0.036198,0.671033,-0.035441,0.995266,-0.005966,-0.097008,9.509999,0.742823,-0.362369,1.001955,1.324206,-0.000348,-0.041017,-0.000027,0.000689,-0.290592,0.250489,-8.8216,8.8169,9.8979,22.0000,
95,950,1.900000,0.760800,0.117833,0.739056,0.036279,0.671739,-0.035312,0.995452,-0.006163,-0.095066,9.502195,0.737775,-0.354250,0.992867,1.337117,-0.000338,-0.041041,-0.000037,0.000559,-0.288562,0.248217,-8.7085,8.7473,9.9337,22.0000,
