step,physics_step,time,phase,root_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,projected_gravity_0,projected_gravity_1,projected_gravity_2,action_max_abs,action_mean,action[0],action[1],action[2],dof_pos[0],dof_pos[1],dof_pos[2],dof_vel[0],target_dof_pos[0],target_dof_pos[1],tau[0],tau[1],tau[2],max_abs_tau,stop_reason
84,840,1.680000,0.426904,0.470581,0.802165,-0.063919,-0.124508,0.580468,-0.126621,0.241056,-0.962216,9.619822,-0.638729,0.398312,2.195809,0.419638,-0.085304,0.213078,0.031137,0.780636,-0.100422,0.548952,0.1205,2.3473,-0.2739,12.5743,
85,850,1.700000,0.431980,0.478754,0.761781,-0.081701,-0.141638,0.626860,-0.114612,0.296332,-0.948183,9.556693,-0.606852,0.400418,2.243999,0.642177,-0.086233,0.298308,0.051054,-0.216546,-0.099896,0.561000,-0.1009,1.0453,0.1231,12.5790,
86,860,1.720000,0.437056,0.487273,0.724083,-0.102125,-0.162958,0.662358,-0.102075,0.357638,-0.928265,9.281507,-0.542064,0.379428,2.269149,0.797568,-0.083967,0.389231,0.074950,0.275130,-0.105143,0.567287,-0.8905,-1.4895,1.0090,12.7242,
87,870,1.740000,0.442132,0.494322,0.690464,-0.121633,-0.184764,0.688714,-0.088960,0.417062,-0.904514,8.889127,-0.493595,0.172220,2.212548,0.928410,-0.078353,0.473686,0.098999,0.193735,-0.156945,0.553137,-1.0943,-3.0046,1.3660,13.5220,
88,880,1.760000,0.447208,0.499348,0.660825,-0.136713,-0.202748,0.709586,-0.075501,0.465398,-0.881876,8.384256,-0.455011,-0.115508,2.022971,1.011783,-0.078948,0.541848,0.122670,-0.210127,-0.228877,0.505743,-2.0247,-3.5558,1.5639,14.2454,
89,890,1.780000,0.452284,0.501311,0.633336,-0.140345,-0.205878,0.732669,-0.057197,0.479150,-0.875868,7.818651,-0.424424,-0.375308,1.745688,1.081136,-0.094685,0.566518,0.147653,-1.218042,-0.293827,0.436422,-2.1987,-2.8621,1.2177,14.3027,
90,900,1.800000,0.457360,0.501253,0.607683,-0.140527,-0.203224,0.754767,-0.036899,0.477977,-0.877597,7.242155,-0.401581,-0.603939,1.488427,1.106856,-0.127550,0.574399,0.171787,-1.888893,-0.350985,0.372107,-2.1550,-4.4675,1.2569,14.4943,
91,910,1.820000,0.462437,0.500430,0.584755,-0.139584,-0.197892,0.774220,-0.017293,0.470682,-0.882133,6.674214,-0.392512,-0.833204,1.324634,1.140988,-0.171031,0.573256,0.190710,-2.318390,-0.408301,0.331159,-1.9210,-5.6284,1.2869,16.0834,
92,920,1.840000,0.467513,0.499054,0.563453,-0.138076,-0.189467,0.792186,0.003078,0.457443,-0.889234,6.136972,-0.405993,-1.051358,1.205424,1.144976,-0.222729,0.562501,0.206347,-2.703902,-0.462839,0.301356,-1.5113,-5.7661,1.2466,16.4205,
93,930,1.860000,0.472589,0.497009,0.542409,-0.136673,-0.177336,0.809732,0.026417,0.437784,-0.898692,5.631650,-0.436356,-1.244074,1.103127,1.096555,-0.282034,0.540721,0.219254,-3.042245,-0.511019,0.275782,-0.8608,-5.1412,1.0578,15.8459,
